Distance_m,Profile_mm
5.91,-13.0435883555311
5.911,-13.0915934880814
5.912,-13.0596810818045
5.913,-12.8850061625292
5.914,-12.795527918995
5.915,-12.7761485913334
5.916,-12.8044584443273
5.917,-12.8407557455852
5.918,-12.6801339171694
5.919,-12.5799543392684
5.92,-12.6464020589851
5.921,-12.7920618106053
5.922,-12.9326359817126
5.923,-12.9380952756148
5.924,-12.836977065501
5.925,-12.6693826873477
5.926,-12.6933718815238
5.927,-12.8746429639188
5.928,-12.911528580054
5.929,-12.7838799548489
5.93,-12.6536770508888
5.931,-12.693579320887
5.932,-12.7759599041633
5.933,-12.8418650768372
5.934,-12.8892188988329
5.935,-12.8945688672926
5.936,-12.8913245642698
5.937,-12.8184362926289
5.938,-12.745713774767
5.939,-12.5935990501423
5.94,-12.4366575457184
5.941,-12.4293077104119
5.942,-12.4686595552409
5.943,-12.4729266742423
5.944,-12.2119222970698
5.945,-12.090455430955
5.946,-12.30131895431
5.947,-12.3492268304541
5.948,-12.3647748836466
5.949,-12.3246609078004
5.95,-12.2576732658758
5.951,-12.1642430581659
5.952,-11.8751435507898
5.953,-11.7512539565285
5.954,-11.6754063792412
5.955,-11.633554124549
5.956,-11.7985241560279
5.957,-11.9402172272005
5.958,-12.2584640484044
5.959,-12.6188469756626
5.96,-12.703564835772
5.961,-12.7456244438512
5.962,-12.8267094425125
5.963,-12.973764873136
5.964,-13.1042638665478
5.965,-13.1794359901172
5.966,-13.3057023399374
5.967,-13.2317068136661
5.968,-12.9390653761259
5.969,-12.6944814182614
5.97,-12.5551349293259
5.971,-12.4396280030409
5.972,-12.2939671482796
5.973,-12.193830364548
5.974,-12.1139570207766
5.975,-12.0334009712235
5.976,-12.0358556759802
5.977,-12.1760982568738
5.978,-12.3469519786997
5.979,-12.4255280405595
5.98,-12.551465326881
5.981,-12.6898844954325
5.982,-12.7868284330027
5.983,-12.8771186024912
5.984,-12.8462797335056
5.985,-12.7457524747149
5.986,-12.6353094328864
5.987,-12.4853052709707
5.988,-12.1496849819878
5.989,-11.7222124840424
5.99,-11.5587066888623
5.991,-11.4878814537252
5.992,-11.3017977781244
5.993,-11.108288634567
5.994,-10.9956693148828
5.995,-11.0276316428619
5.996,-11.198211131953
5.997,-11.5980012969744
5.998,-12.0720293594364
5.999,-12.3824942381269
6.0,-12.6459701731622
6.001,-12.8624163277414
6.002,-13.1258541172177
6.003,-13.3808468453809
6.004,-13.3942308312677
6.005,-13.3560847197302
6.006,-13.3121888214075
6.007,-13.1877523141804
6.008,-12.938300577274
6.009,-12.7203758025306
6.01,-12.7901067270112
6.011,-12.9522853864493
6.012,-12.9195329921676
6.013,-12.4754718582861
6.014,-11.9380689750173
6.015,-11.6381460108769
6.016,-11.4333940689377
6.017,-11.5461758413688
6.018,-11.9576406954094
6.019,-12.2895016295934
6.02,-12.3747027925426
6.021,-12.3375636972448
6.022,-12.3675774637342
6.023,-12.2289135655669
6.024,-11.9609244303992
6.025,-11.8909279032887
6.026,-12.1355825630679
6.027,-12.5279431220952
6.028,-12.6372151129477
6.029,-12.6695320971863
6.03,-12.8729252848772
6.031,-13.0084199290477
6.032,-13.0841147156527
6.033,-13.069800768082
6.034,-12.9478674555706
6.035,-12.7790931083034
6.036,-12.6031649403624
6.037,-12.5425594307196
6.038,-12.5510760992069
6.039,-12.538547987465
6.04,-12.4901741050933
6.041,-12.3845994331929
6.042,-12.300542562686
6.043,-12.3621047990901
6.044,-12.4148384140452
6.045,-12.4185795992944
6.046,-12.4250401395344
6.047,-12.2144471514916
6.048,-11.965335073405
6.049,-11.8469623486095
6.05,-11.8172854212299
6.051,-11.8383253612
6.052,-11.7795848362381
6.053,-11.9022861292777
6.054,-12.2596590653589
6.055,-12.6826930986231
6.056,-12.9512933776987
6.057,-12.8773975679928
6.058,-12.7558788065339
6.059,-12.5999827156291
6.06,-12.2960171808525
6.061,-11.9048828427261
6.062,-11.7034106771265
6.063,-11.8078131463179
6.064,-11.8138452944514
6.065,-11.8122979287165
6.066,-11.9364653881301
6.067,-12.0977124565121
6.068,-12.2716886056262
6.069,-12.375185212441
6.07,-12.522986773894
6.071,-12.6418919050551
6.072,-12.6656456731151
6.073,-12.5800012761675
6.074,-12.3579537984251
6.075,-12.2300926673596
6.076,-12.249958894489
6.077,-12.3705125687728
6.078,-12.5104500360165
6.079,-12.4479007068701
6.08,-12.2105852053293
6.081,-12.0071469262782
6.082,-12.0130755298605
6.083,-12.2273631413813
6.084,-12.4172168657502
6.085,-12.5097279010098
6.086,-12.5308604813522
6.087,-12.5253413016844
6.088,-12.5966074648141
6.089,-12.5559767218201
6.09,-12.3032849624073
6.091,-11.9651917717768
6.092,-11.7738689715583
6.093,-11.9360938086526
6.094,-12.0677005099818
6.095,-12.0068619130053
6.096,-12.0034606974084
6.097,-12.1119077886526
6.098,-12.349763035258
6.099,-12.5416452777733
6.1,-12.7298981540409
6.101,-12.9796781814211
6.102,-13.0794770024429
6.103,-13.074508612137
6.104,-13.0695396533304
6.105,-13.0797102463366
6.106,-13.0310782438299
6.107,-12.9620603178243
6.108,-12.9404298676809
6.109,-12.8993615540026
6.11,-12.8890810130946
6.111,-12.9708408988167
6.112,-13.1668135959776
6.113,-13.1617588190811
6.114,-12.8810787572165
6.115,-12.6521619413848
6.116,-12.3365361356485
6.117,-11.9167739493154
6.118,-11.5435814616473
6.119,-11.2696667363592
6.12,-11.2652963383777
6.121,-11.4482081490031
6.122,-11.59123933012
6.123,-11.6872591959811
6.124,-11.9007726774156
6.125,-12.2295885026475
6.126,-12.5316829557227
6.127,-12.6944558273498
6.128,-12.6372227760933
6.129,-12.5092456694945
6.13,-12.5197814268091
6.131,-12.7037187973579
6.132,-12.885553809914
6.133,-12.9691409948084
6.134,-13.0998561283761
6.135,-13.1992649960704
6.136,-13.1582442714112
6.137,-13.0867919002019
6.138,-13.0071490555056
6.139,-13.0027095529968
6.14,-13.2000211878109
6.141,-13.5272212991375
6.142,-13.8420217525645
6.143,-14.0698533164433
6.144,-14.2515611032802
6.145,-14.514153449776
6.146,-14.8792137865749
6.147,-15.1372521386005
6.148,-15.1098372460498
6.149,-14.9343122005696
6.15,-14.8526881468452
6.151,-14.7656220579392
6.152,-14.4672276855609
6.153,-14.0482438867612
6.154,-13.668252406441
6.155,-13.4259746613205
6.156,-13.2611601972268
6.157,-13.1028792126121
6.158,-13.0214183613609
6.159,-12.9216269504213
6.16,-12.7976393791595
6.161,-12.8495083058111
6.162,-12.9607879393246
6.163,-12.8838840289954
6.164,-12.7517761285962
6.165,-12.7121485269556
6.166,-12.7848024187291
6.167,-12.8769627139928
6.168,-12.7791411415268
6.169,-12.7130359191714
6.17,-12.7228426005381
6.171,-12.5135924779786
6.172,-12.1034439441291
6.173,-11.7021637912572
6.174,-11.6693030012529
6.175,-11.8967049277052
6.176,-12.0847367876968
6.177,-12.2944742404233
6.178,-12.4679855789417
6.179,-12.6450957481066
6.18,-12.8018115914401
6.181,-12.9218530961812
6.182,-12.974938363204
6.183,-12.8268648314459
6.184,-12.7332685191535
6.185,-12.7548889518159
6.186,-12.7502351291544
6.187,-12.6754877514151
6.188,-12.6319744928107
6.189,-12.7139860137438
6.19,-12.830289258806
6.191,-13.1217310199314
6.192,-13.5557373078501
6.193,-13.911106704068
6.194,-14.0865930806314
6.195,-14.1540044359223
6.196,-14.0782298744354
6.197,-13.7079195639524
6.198,-13.4448227329304
6.199,-13.3942610684846
6.2,-13.1177279370587
6.201,-12.5711721928203
6.202,-12.1552044525116
6.203,-12.0574214861275
6.204,-11.9495480364034
6.205,-11.8011504469915
6.206,-11.8139097429233
6.207,-11.8477460516936
6.208,-11.9011487589406
6.209,-12.0576483094822
6.21,-12.1232149577961
6.211,-12.1650095967193
6.212,-12.3556718595771
6.213,-12.6213889366971
6.214,-12.8740751557374
6.215,-12.9841485856978
6.216,-13.0802128714348
6.217,-13.1774669695953
6.218,-13.1614133465225
6.219,-13.0972962005243
6.22,-12.9108433855334
6.221,-12.8293848482215
6.222,-12.7999208991678
6.223,-12.5031779693199
6.224,-12.2168287691972
6.225,-12.0886519343188
6.226,-11.8930454268212
6.227,-11.5380190171301
6.228,-11.3684545651319
6.229,-11.4583206814261
6.23,-11.3755333744994
6.231,-11.1589606216404
6.232,-11.346766983333
6.233,-12.0481900114575
6.234,-12.5555091660462
6.235,-12.6947887630411
6.236,-12.8040087295141
6.237,-12.9172701963684
6.238,-13.046113164399
6.239,-13.0761463464775
6.24,-13.2588145200012
6.241,-13.5849282167762
6.242,-13.8198978634142
6.243,-14.1102576428325
6.244,-14.1884296023849
6.245,-14.0436032725963
6.246,-13.9447810353219
6.247,-14.0144114388221
6.248,-14.1692122181816
6.249,-14.0468797424385
6.25,-13.7483847067325
6.251,-13.4866353248783
6.252,-13.2899321134504
6.253,-13.1460184540338
6.254,-13.0728333944254
6.255,-13.0853826707541
6.256,-13.0570587934764
6.257,-13.063960566125
6.258,-13.0950858570329
6.259,-13.1073754228919
6.26,-13.0889142823809
6.261,-12.9965011352821
6.262,-13.0074772833752
6.263,-13.0301692596939
6.264,-12.8763534425374
6.265,-12.5743341731691
6.266,-12.2836597934349
6.267,-12.1998082643393
6.268,-12.2660145200254
6.269,-12.2529614134525
6.27,-12.1640089108222
6.271,-12.2922841024452
6.272,-12.5653665467937
6.273,-12.6610053421095
6.274,-12.6240129598745
6.275,-12.7558590970947
6.276,-13.0044955613785
6.277,-12.949673329987
6.278,-12.5531355999371
6.279,-12.125256836148
6.28,-11.903833088474
6.281,-11.93807186406
6.282,-12.2569883211042
6.283,-12.7203051160786
6.284,-13.0892852439738
6.285,-13.2768020856485
6.286,-13.1672493124762
6.287,-12.9922072719124
6.288,-12.9172754143892
6.289,-12.9481958334954
6.29,-13.1571060454815
6.291,-13.2001678339505
6.292,-13.0992205352138
6.293,-13.033806952108
6.294,-12.9914779683843
6.295,-13.0578481957334
6.296,-13.0489112534604
6.297,-13.116169520601
6.298,-13.3524318848854
6.299,-13.5746039966925
6.3,-13.8203293615792
6.301,-13.9579587548212
6.302,-14.1142677904252
6.303,-14.3614460859538
6.304,-14.3998231910297
6.305,-14.0587971648709
6.306,-13.3237768625603
6.307,-12.6291164165656
6.308,-12.2357899072722
6.309,-11.996208021278
6.31,-11.9696573261397
6.311,-12.1391435806338
6.312,-12.4348492357726
6.313,-12.7863966245411
6.314,-13.1039227297017
6.315,-13.4007528169984
6.316,-13.6248514560669
6.317,-13.6869776934553
6.318,-13.523624130194
6.319,-13.3277711402694
6.32,-13.3466360783564
6.321,-13.4802296097255
6.322,-13.5337079565154
6.323,-13.4845947715631
6.324,-13.5331408206124
6.325,-13.6533844155022
6.326,-13.6133850642266
6.327,-13.4361548644984
6.328,-13.3503380278118
6.329,-13.4413312652965
6.33,-13.4813914133956
6.331,-13.361445006664
6.332,-13.0720110238048
6.333,-12.7044469406121
6.334,-12.4871891436678
6.335,-12.4767127758837
6.336,-12.5871657375807
6.337,-12.5710493290477
6.338,-12.5417380003094
6.339,-12.7752119184017
6.34,-13.1090034896706
6.341,-13.3698152828659
6.342,-13.4908277138551
6.343,-13.4769438848783
6.344,-13.303639789696
6.345,-12.9791063209956
6.346,-12.6925021088958
6.347,-12.6460902770634
6.348,-12.7446650963742
6.349,-12.7988475043699
6.35,-12.9161434697461
6.351,-13.0767198798134
6.352,-13.2665390226423
6.353,-13.4954489387401
6.354,-13.661827027127
6.355,-13.7757767682434
6.356,-13.7621840864589
6.357,-13.6690032787336
6.358,-13.5956512561824
6.359,-13.5409664932716
6.36,-13.5072198144195
6.361,-13.481230256787
6.362,-13.5271710578237
6.363,-13.6717561181187
6.364,-13.8144208262816
6.365,-13.7849774754055
6.366,-13.655971969091
6.367,-13.5823474861366
6.368,-13.5598814794286
6.369,-13.5897529044417
6.37,-13.5640622972843
6.371,-13.5072643661691
6.372,-13.4834640989168
6.373,-13.4273564424661
6.374,-13.4104594124778
6.375,-13.476803317193
6.376,-13.5780965263239
6.377,-13.5566309148762
6.378,-13.4728622530372
6.379,-13.5267184921203
6.38,-13.5431483943117
6.381,-13.4029924604242
6.382,-13.1956490081278
6.383,-13.116458225122
6.384,-13.2259974966618
6.385,-13.3493113551673
6.386,-13.3893704628147
6.387,-13.3243833005762
6.388,-13.3952096327531
6.389,-13.6547292629006
6.39,-13.749675536074
6.391,-13.6187099387661
6.392,-13.4309071092264
6.393,-13.3312156844997
6.394,-13.2476589541501
6.395,-13.0417541063669
6.396,-12.9739386843646
6.397,-13.1678111420859
6.398,-13.3944850844886
6.399,-13.5366383009457
6.4,-13.5192870930716
6.401,-13.4686402323569
6.402,-13.5635741709951
6.403,-13.6140924067092
6.404,-13.5443790046219
6.405,-13.5176068424631
6.406,-13.6322808980582
6.407,-13.7377704555618
6.408,-13.6735195302313
6.409,-13.5954325108675
6.41,-13.4977131041441
6.411,-13.4208503113808
6.412,-13.5077304885298
6.413,-13.6052130453367
6.414,-13.6297189755994
6.415,-13.6387769272263
6.416,-13.6988930739915
6.417,-13.7262673596281
6.418,-13.6575308247012
6.419,-13.6275433603239
6.42,-13.5968526665798
6.421,-13.4006996995132
6.422,-13.0586186452546
6.423,-12.8660438799365
6.424,-12.9714517026083
6.425,-13.1176431298223
6.426,-13.1652998341473
6.427,-13.1429750306149
6.428,-13.0286282321769
6.429,-12.8914729760876
6.43,-12.8688284232677
6.431,-12.9721875722249
6.432,-13.0495628982067
6.433,-13.0677983371327
6.434,-13.0604499306203
6.435,-13.0646069419382
6.436,-13.2775821781237
6.437,-13.6932492238077
6.438,-14.0410436279981
6.439,-14.1486070446222
6.44,-14.0701504443354
6.441,-13.7959870723288
6.442,-13.2793473005024
6.443,-12.8840711400605
6.444,-12.8873606523727
6.445,-13.1630867529772
6.446,-13.4960653521835
6.447,-13.6633894202956
6.448,-13.6491499349562
6.449,-13.5984765160934
6.45,-13.6371263392445
6.451,-13.7146303017528
6.452,-13.6984493165346
6.453,-13.6188230411326
6.454,-13.545290831411
6.455,-13.5457542343114
6.456,-13.5627536899222
6.457,-13.6175290258476
6.458,-13.8323551352713
6.459,-14.0780339968384
6.46,-14.175356044802
6.461,-13.9763747399143
6.462,-13.6322803839459
6.463,-13.392145364161
6.464,-13.2748686810054
6.465,-13.2703479420081
6.466,-13.2017759938031
6.467,-13.1657911801552
6.468,-13.2681814228712
6.469,-13.2746578924582
6.47,-13.2013298113098
6.471,-13.1190428757508
6.472,-13.099714077206
6.473,-13.1499845472202
6.474,-13.1595148420207
6.475,-13.2959016143601
6.476,-13.5918544611557
6.477,-13.8192486569504
6.478,-13.8397643234372
6.479,-13.6830842989104
6.48,-13.6168942459753
6.481,-13.610893829057
6.482,-13.3751303080086
6.483,-12.9395294471007
6.484,-12.5501675441169
6.485,-12.552916653021
6.486,-12.9685713254723
6.487,-13.4452982433892
6.488,-13.7800356462285
6.489,-13.9516926938707
6.49,-13.9325192497223
6.491,-13.6499383954505
6.492,-13.1991010117711
6.493,-12.7827089289707
6.494,-12.4954230436844
6.495,-12.3488263646637
6.496,-12.38465228262
6.497,-12.6352208074917
6.498,-12.9052052752455
6.499,-13.0022978404844
6.5,-12.9275913843381
6.501,-12.8499883367429
6.502,-13.0175519970311
6.503,-13.273071774323
6.504,-13.2644497933216
6.505,-13.0910982098443
6.506,-13.0272111079698
6.507,-13.0543425610675
6.508,-13.0516009436441
6.509,-13.0814320217772
6.51,-13.138067907965
6.511,-13.1648710809138
6.512,-13.2600140492986
6.513,-13.4378678226538
6.514,-13.6528801651865
6.515,-13.7717693714829
6.516,-13.7950804465369
6.517,-13.8989632378638
6.518,-13.9961618482406
6.519,-13.998254088661
6.52,-13.8228702445574
6.521,-13.440539509442
6.522,-13.0887135917636
6.523,-12.8183544241121
6.524,-12.611286935322
6.525,-12.5646613226183
6.526,-12.6560458894434
6.527,-12.9153254937021
6.528,-13.2757081158585
6.529,-13.3817473598856
6.53,-13.1337657213388
6.531,-12.7832227074283
6.532,-12.535272084407
6.533,-12.4780499507425
6.534,-12.5110300913967
6.535,-12.5601258907226
6.536,-12.7094710246031
6.537,-12.9280064035201
6.538,-13.2086500303639
6.539,-13.338766874151
6.54,-13.1634628861722
6.541,-12.9753048291271
6.542,-12.847485789597
6.543,-12.7991305331153
6.544,-12.6522820355153
6.545,-12.3411959184191
6.546,-12.228737791865
6.547,-12.3783168263114
6.548,-12.7453063146203
6.549,-13.029389207085
6.55,-13.0319966681502
6.551,-12.8234858262232
6.552,-12.6236276899371
6.553,-12.8489133497058
6.554,-13.207608511988
6.555,-13.4376285246908
6.556,-13.6243241848967
6.557,-13.6841541278823
6.558,-13.7379107326444
6.559,-13.761293407296
6.56,-13.7052606932669
6.561,-13.5208120154721
6.562,-13.1594818296978
6.563,-12.7743352886277
6.564,-12.4473476391676
6.565,-12.3852972474211
6.566,-12.568113667927
6.567,-12.6981435166533
6.568,-12.6618245663907
6.569,-12.5944931090562
6.57,-12.6424116531036
6.571,-12.7115065390523
6.572,-12.8356606595185
6.573,-13.015759225014
6.574,-13.1773978889832
6.575,-13.2599019477098
6.576,-13.1887908114983
6.577,-13.1399629931246
6.578,-13.2141763190673
6.579,-13.3127226198449
6.58,-13.3177056073815
6.581,-13.3752499052985
6.582,-13.7014775364194
6.583,-14.1338000026245
6.584,-14.2841666741163
6.585,-14.0549435583313
6.586,-13.8132363583268
6.587,-13.6991753034657
6.588,-13.6782813306561
6.589,-13.7497222278957
6.59,-13.7567697195803
6.591,-13.7150065674358
6.592,-13.6699367597734
6.593,-13.6683550167031
6.594,-13.7050570625287
6.595,-13.5289449980819
6.596,-13.2503030773207
6.597,-13.0343472515994
6.598,-12.8659544515333
6.599,-12.8481708129205
6.6,-12.8695722422129
6.601,-12.8519260919776
6.602,-12.7418250888149
6.603,-12.606037741554
6.604,-12.7126041587919
6.605,-13.0003017630231
6.606,-13.3082313990287
6.607,-13.5098041617563
6.608,-13.5888338309067
6.609,-13.6493817667241
6.61,-13.6658545499701
6.611,-13.6408875404431
6.612,-13.6533391383543
6.613,-13.7415590127731
6.614,-13.7488264033503
6.615,-13.6891257889413
6.616,-13.579900311335
6.617,-13.3036932934468
6.618,-13.1790291899245
6.619,-13.3268026733108
6.62,-13.5307433493552
6.621,-13.5917978801175
6.622,-13.5404269614278
6.623,-13.6074219460922
6.624,-13.6208435842444
6.625,-13.5618140643638
6.626,-13.6192439311864
6.627,-13.8069242249691
6.628,-14.1184521988371
6.629,-14.423124500565
6.63,-14.7151392689808
6.631,-14.8444952244491
6.632,-14.5649667898149
6.633,-14.1279908923734
6.634,-13.9328140624099
6.635,-13.9428808214944
6.636,-13.738905504161
6.637,-13.3673467512012
6.638,-13.1350027688973
6.639,-13.0313658795519
6.64,-13.0597099795165
6.641,-13.2048472803832
6.642,-13.5176057452629
6.643,-13.8218549502194
6.644,-13.9137465228391
6.645,-13.899656397983
6.646,-13.7838102903779
6.647,-13.7078311562537
6.648,-13.5827281030455
6.649,-13.2405628738306
6.65,-12.8029479855392
6.651,-12.3905902420657
6.652,-12.2558068195925
6.653,-12.3113492081357
6.654,-12.4190876250383
6.655,-12.5415426533057
6.656,-12.5105327266538
6.657,-12.3817292568724
6.658,-12.2698655632523
6.659,-12.4436636228294
6.66,-12.840397625244
6.661,-13.1626332301032
6.662,-13.4071493241667
6.663,-13.4529235431801
6.664,-13.3114597116528
6.665,-13.124158681369
6.666,-13.1350575978766
6.667,-13.3961917659689
6.668,-13.5213191815856
6.669,-13.4950521463956
6.67,-13.4469467099194
6.671,-13.3995428647253
6.672,-13.4699400026068
6.673,-13.5864215635131
6.674,-13.6477214909815
6.675,-13.6344966642084
6.676,-13.5394702448773
6.677,-13.4129141563062
6.678,-13.2703123641009
6.679,-13.250079519831
6.68,-13.4052189893111
6.681,-13.4410611218009
6.682,-13.3851130660762
6.683,-13.4442348121018
6.684,-13.5360806412599
6.685,-13.5780971026994
6.686,-13.505660586658
6.687,-13.5468794148496
6.688,-13.7671465080718
6.689,-13.8186090588344
6.69,-13.8362431165255
6.691,-14.0492239310894
6.692,-14.4230314850486
6.693,-14.7020641620437
6.694,-14.6681199478643
6.695,-14.5854765466313
6.696,-14.442481706884
6.697,-14.1233356182611
6.698,-13.8972453903675
6.699,-13.8026114670876
6.7,-13.6439746734881
6.701,-13.3128481166344
6.702,-12.882441771848
6.703,-12.6085709072062
6.704,-12.5164730504194
6.705,-12.4095998819051
6.706,-12.3518872981183
6.707,-12.3153001662848
6.708,-12.1919844545268
6.709,-12.190098104135
6.71,-12.4276637537544
6.711,-12.8325895365835
6.712,-13.2366730201629
6.713,-13.4882609143247
6.714,-13.5067780627726
6.715,-13.3459731466603
6.716,-13.2603675597089
6.717,-13.1835162255329
6.718,-12.9853832523704
6.719,-12.7788442261115
6.72,-12.6617668071924
6.721,-12.7292957405693
6.722,-12.8834618749061
6.723,-13.0418786492981
6.724,-13.1675414285778
6.725,-13.2703500660389
6.726,-13.4649154536955
6.727,-13.6820581431112
6.728,-13.8611519466927
6.729,-13.8034945143476
6.73,-13.4486443870797
6.731,-13.0950782215334
6.732,-12.8708051092406
6.733,-12.8047941298818
6.734,-12.8192293936726
6.735,-12.8975346112319
6.736,-13.0718353503809
6.737,-13.087534707693
6.738,-12.8486266381294
6.739,-12.5893879565895
6.74,-12.4809960308092
6.741,-12.6324582569387
6.742,-13.0632454337415
6.743,-13.5128261056121
6.744,-13.7465616145347
6.745,-13.7397476156774
6.746,-13.7817111484765
6.747,-13.9530333998656
6.748,-13.7789083674672
6.749,-13.4045528640308
6.75,-13.223752483929
6.751,-13.1602279122161
6.752,-13.1574073761484
6.753,-13.10215313044
6.754,-13.0532107969476
6.755,-13.0796068581209
6.756,-13.099844915292
6.757,-13.0592398380153
6.758,-12.9191028068393
6.759,-12.8557755358621
6.76,-12.8787355783004
6.761,-12.9237601472026
6.762,-13.0276521004084
6.763,-13.2695146176775
6.764,-13.6016178336601
6.765,-13.5738809786945
6.766,-13.3475016654139
6.767,-13.2224890932442
6.768,-13.0460279456668
6.769,-12.9986813507838
6.77,-13.1149020298175
6.771,-13.3972353525544
6.772,-13.6584158944443
6.773,-13.597374653448
6.774,-13.4964887080694
6.775,-13.4209370712074
6.776,-13.3698617475147
6.777,-13.379831751635
6.778,-13.3252521294911
6.779,-13.3185001427648
6.78,-13.3003077425738
6.781,-13.2653736274651
6.782,-13.2836773950356
6.783,-13.2662255321359
6.784,-13.3196434880671
6.785,-13.4392705524127
6.786,-13.5321938647921
6.787,-13.4499149826585
6.788,-13.0828989869463
6.789,-12.6581409675111
6.79,-12.4016607522245
6.791,-12.4160769240235
6.792,-12.5261017885015
6.793,-12.6084376757709
6.794,-12.7939046395729
6.795,-13.0962042634484
6.796,-13.3845767353644
6.797,-13.4314743520429
6.798,-13.2378135174666
6.799,-12.8954797924622
6.8,-12.4312670273971
6.801,-12.0438121848342
6.802,-11.9618921217327
6.803,-12.0619926749926
6.804,-11.9738970943782
6.805,-11.7010703759941
6.806,-11.5929717373605
6.807,-11.7917455858411
6.808,-11.9702662469124
6.809,-11.9896645135265
6.81,-12.1628180905911
6.811,-12.5020930244823
6.812,-12.8612953750795
6.813,-13.241604716991
6.814,-13.4551370199213
6.815,-13.4080561327443
6.816,-13.2561745758242
6.817,-13.0384179501509
6.818,-12.7323127688298
6.819,-12.3366468154463
6.82,-12.0228951171177
6.821,-11.8603224254341
6.822,-11.7169291646898
6.823,-11.6571567087108
6.824,-11.5953598530524
6.825,-11.4217315012332
6.826,-11.2898633051252
6.827,-11.4463173904445
6.828,-11.8973683103126
6.829,-12.4611630078685
6.83,-13.056008773365
6.831,-13.3977779362454
6.832,-13.4132216585548
6.833,-13.303972796042
6.834,-13.3255960560878
6.835,-13.477591010979
6.836,-13.4068634651239
6.837,-13.1866478253864
6.838,-12.9017592748779
6.839,-12.6888919456727
6.84,-12.5665359248599
6.841,-12.2665783674698
6.842,-12.0338772120474
6.843,-12.027493923972
6.844,-12.2537705047384
6.845,-12.6515288266767
6.846,-12.9885600585457
6.847,-13.3069508154477
6.848,-13.5955306543591
6.849,-13.7679329471024
6.85,-13.7551506103598
6.851,-13.549956729162
6.852,-13.3741138710107
6.853,-13.297897595058
6.854,-13.273893431916
6.855,-13.2500682481381
6.856,-13.2354134992413
6.857,-13.3789012790657
6.858,-13.5574894969532
6.859,-13.6741702087425
6.86,-13.7315702702294
6.861,-13.7117607625686
6.862,-13.7368580112689
6.863,-13.7121993245623
6.864,-13.6669513022282
6.865,-13.7132386994128
6.866,-13.8425052184739
6.867,-14.0579417773231
6.868,-14.1552076324997
6.869,-14.1058810836907
6.87,-14.0280349099776
6.871,-14.0532279974847
6.872,-14.1677522440959
6.873,-14.0899280161054
6.874,-13.7617977357074
6.875,-13.3884371064363
6.876,-13.1766654467833
6.877,-13.0038401204597
6.878,-12.8509422399692
6.879,-12.8478249160767
6.88,-12.8176356880363
6.881,-12.7436638757578
6.882,-12.7249977450562
6.883,-12.8739071837697
6.884,-13.179431546622
6.885,-13.4078652557992
6.886,-13.5372413235853
6.887,-13.6553760197023
6.888,-13.7752974672503
6.889,-13.7224715729741
6.89,-13.4600352651925
6.891,-13.2909062068723
6.892,-13.2966512470567
6.893,-13.3244568748714
6.894,-13.2566960331521
6.895,-13.1963657617594
6.896,-13.1669650577136
6.897,-13.0112394788319
6.898,-12.8959672588143
6.899,-12.9013895560275
6.9,-13.0365553967136
6.901,-13.2691087900984
6.902,-13.419091561218
6.903,-13.5988576080113
6.904,-13.7371737463259
6.905,-13.7670496842127
6.906,-13.7327056296581
6.907,-13.5714480515588
6.908,-13.4104475333023
6.909,-13.2892143466306
6.91,-13.281225214855
6.911,-13.4016478438525
6.912,-13.5118770442062
6.913,-13.5874900988755
6.914,-13.5403872577611
6.915,-13.4484840216584
6.916,-13.4555356577706
6.917,-13.4941614099093
6.918,-13.51553250105
6.919,-13.4544456979554
6.92,-13.3133175465449
6.921,-13.1599289882822
6.922,-13.0295066273212
6.923,-12.9873208703315
6.924,-12.9516500495913
6.925,-12.8445373744463
6.926,-12.7932357719588
6.927,-12.8020051702446
6.928,-12.7687661607503
6.929,-12.7567612707889
6.93,-12.8767716379161
6.931,-13.0773573849669
6.932,-13.1882842951247
6.933,-13.1839949020587
6.934,-13.1810038376181
6.935,-13.2492953793607
6.936,-13.3328264908048
6.937,-13.3208529745155
6.938,-13.1309626222449
6.939,-12.8802325907067
6.94,-12.8923899244723
6.941,-13.1378049398946
6.942,-13.3570672562105
6.943,-13.4748539238117
6.944,-13.4702446743081
6.945,-13.5030113936057
6.946,-13.6636782676273
6.947,-13.7435962863259
6.948,-13.5976280367873
6.949,-13.119552900711
6.95,-12.5263799634373
6.951,-12.2155174903859
6.952,-12.253662001667
6.953,-12.618443896752
6.954,-12.8440910316552
6.955,-12.7998370565051
6.956,-12.9858671439275
6.957,-13.3110243680092
6.958,-13.6852057866468
6.959,-13.9545908186377
6.96,-13.9338958994935
6.961,-13.9162759014345
6.962,-13.8561233112301
6.963,-13.7524143679784
6.964,-13.6639319218716
6.965,-13.565318859071
6.966,-13.5996371713305
6.967,-13.5748748316854
6.968,-13.3938234556807
6.969,-13.1078218256992
6.97,-12.8277901343257
6.971,-12.722687267764
6.972,-12.6709819163114
6.973,-12.6415549487043
6.974,-12.7688002596532
6.975,-13.1452451755873
6.976,-13.4038030003154
6.977,-13.2397774055035
6.978,-13.0152322512275
6.979,-12.8854785834522
6.98,-12.8989847629257
6.981,-12.9911138211568
6.982,-13.0581079201688
6.983,-13.2405466948596
6.984,-13.4050182161823
6.985,-13.5890821741436
6.986,-13.7598177869528
6.987,-13.7787576234824
6.988,-13.8244200886071
6.989,-13.8394808647045
6.99,-13.6804493228187
6.991,-13.2501863574033
6.992,-12.6560923568712
6.993,-12.2101060605649
