Distance_m,Profile_mm
9.895,-18.564078260921
9.896,-18.4920900296211
9.897,-18.2830791554599
9.898,-18.1395677677253
9.899,-18.0650458706687
9.9,-17.9316458440694
9.901,-17.789772366236
9.902,-17.6787764461994
9.903,-17.5821342175255
9.904,-17.3859188575926
9.905,-17.156942478925
9.906,-17.1780621824174
9.907,-17.3932981549806
9.908,-17.6049586143421
9.909,-17.9300849099793
9.91,-18.4839660913986
9.911,-19.1118502229738
9.912,-19.5751704406147
9.913,-19.5724850601902
9.914,-19.0801365412753
9.915,-18.4335893612586
9.916,-17.8082209682183
9.917,-17.434457144944
9.918,-17.6473182257832
9.919,-18.231293679593
9.92,-18.7436494622333
9.921,-19.0171919517887
9.922,-19.0634421630897
9.923,-19.0077198337824
9.924,-19.0145409286774
9.925,-19.2154329635957
9.926,-19.4888275596263
9.927,-19.6334810858324
9.928,-19.6675081952353
9.929,-19.6260085181098
9.93,-19.3859377712631
9.931,-18.9852000291059
9.932,-18.6482602981166
9.933,-18.403360392666
9.934,-18.2331834502447
9.935,-18.0872546971717
9.936,-18.1256220197137
9.937,-18.5786662622443
9.938,-19.1237203528745
9.939,-19.4352959343713
9.94,-19.4905182397341
9.941,-19.4164364831307
9.942,-19.3538883233592
9.943,-19.3477111373173
9.944,-19.3097642694496
9.945,-19.2019450434551
9.946,-19.2401081552906
9.947,-19.1442534586676
9.948,-18.7312113235396
9.949,-18.4252276250668
9.95,-18.308333606611
9.951,-18.260873580865
9.952,-18.1321143142574
9.953,-17.9796988707388
9.954,-17.8388470908232
9.955,-17.5277743972391
9.956,-17.4036907938247
9.957,-17.5332185128138
9.958,-17.5815003067748
9.959,-17.6596936370598
9.96,-17.9248036672659
9.961,-18.3338571200663
9.962,-18.4777374225279
9.963,-18.2774230710434
9.964,-18.1750940150613
9.965,-18.1116495244882
9.966,-17.9650033142489
9.967,-17.7726184281862
9.968,-17.6178428029569
9.969,-17.7307384245975
9.97,-17.9421218572042
9.971,-18.1099094087805
9.972,-18.2842894353755
9.973,-18.3644669990705
9.974,-18.3870871728166
9.975,-18.3712615440147
9.976,-18.3205850734605
9.977,-18.3114415501372
9.978,-18.3855319985673
9.979,-18.5332329148522
9.98,-18.5860284514522
9.981,-18.4898763623807
9.982,-18.4151374070701
9.983,-18.5180686377625
9.984,-18.733368316269
9.985,-18.849716858799
9.986,-18.7573278223816
9.987,-18.6431559766837
9.988,-18.7473183206668
9.989,-18.8825541047864
9.99,-18.9095049114569
9.991,-18.8289030637171
9.992,-18.6477807084078
9.993,-18.558393553847
9.994,-18.5732726218833
9.995,-18.6858292948496
9.996,-18.790277281046
9.997,-18.8141383418352
9.998,-18.8882062851811
9.999,-18.8857624221636
10.0,-18.8738774826489
10.001,-18.767723638711
10.002,-18.5070960633106
10.003,-18.4438763733667
10.004,-18.491252380444
10.005,-18.6009397098771
10.006,-18.6990433134731
10.007,-18.6635547918558
10.008,-18.4994657523563
10.009,-18.0698793752236
10.01,-17.7315864879281
10.011,-17.6345899577307
10.012,-17.627623791555
10.013,-17.7587437399007
10.014,-17.8814009512384
10.015,-18.0717430282243
10.016,-18.2047246080662
10.017,-18.1203088112856
10.018,-18.0388849595204
10.019,-17.9910638456427
10.02,-18.1028849607231
10.021,-18.1875084456586
10.022,-17.9830911362045
10.023,-17.6705748440306
10.024,-17.3431004548668
10.025,-17.2463681108454
10.026,-17.3801264603002
10.027,-17.5889806098787
10.028,-17.9700328039264
10.029,-18.3229116236332
10.03,-18.5823799737008
10.031,-18.7232802666973
10.032,-18.6405351687839
10.033,-18.384770371422
10.034,-18.0350465951207
10.035,-18.0247530456579
10.036,-18.4549266866753
10.037,-19.0473253754317
10.038,-19.5710402309342
10.039,-19.754015613202
10.04,-19.7301866506575
10.041,-19.5082210018556
10.042,-19.0999305708468
10.043,-18.8199797206314
10.044,-18.6150272829862
10.045,-18.4125301864367
10.046,-18.2819400933056
10.047,-18.3267662507471
10.048,-18.4990844226596
10.049,-18.516786130947
10.05,-18.4735225192635
10.051,-18.5441140059105
10.052,-18.7526982051143
10.053,-18.9726358826841
10.054,-18.8785621508861
10.055,-18.5854030895742
10.056,-18.3030798181843
10.057,-18.0699290027938
10.058,-17.8720525510114
10.059,-17.5474900078057
10.06,-17.3169550123992
10.061,-17.3983067238799
10.062,-17.5899387564617
10.063,-17.7453847335511
10.064,-17.8660518293028
10.065,-18.0322968997129
10.066,-18.2213673456845
10.067,-18.2867011472439
10.068,-18.1515393118115
10.069,-17.8893823085244
10.07,-17.651220481083
10.071,-17.6861049250763
10.072,-18.1134741210305
10.073,-18.481622411734
10.074,-18.4214776515116
10.075,-18.1653525193804
10.076,-18.1859424351179
10.077,-18.472949825568
10.078,-18.5570023056564
10.079,-18.4063061465356
10.08,-18.1971337268821
10.081,-18.0254306191599
10.082,-17.7637770321347
10.083,-17.4440315138163
10.084,-17.4649557197111
10.085,-17.891153919311
10.086,-18.5281477172349
10.087,-18.8475498568272
10.088,-18.6056607319852
10.089,-17.9847208660225
10.09,-17.4309635013435
10.091,-17.5219241597345
10.092,-17.9746956427728
10.093,-18.3960368402769
10.094,-18.5202439574158
10.095,-18.3548761246926
10.096,-18.2390705411038
10.097,-18.1567182987331
10.098,-18.2374245496979
10.099,-18.2022916539017
10.1,-17.9569643409298
10.101,-18.0347176012658
10.102,-18.4827022842828
10.103,-19.0660049216817
10.104,-19.2701334476918
10.105,-19.1681505446585
10.106,-19.1469579380891
10.107,-19.061564167786
10.108,-18.9071911345461
10.109,-18.5618412785035
10.11,-18.2153616808128
10.111,-17.9732724389076
10.112,-17.6968486971701
10.113,-17.6518543026658
10.114,-17.6615195389888
10.115,-17.7665623056317
10.116,-18.2292334532009
10.117,-18.9137888036186
10.118,-19.6805869162521
10.119,-20.045205411121
10.12,-20.0217260633127
10.121,-19.8735241437444
10.122,-19.3383769212507
10.123,-18.7026383873924
10.124,-18.350511161088
10.125,-18.2768920774024
10.126,-18.3961864660865
10.127,-18.5091861066088
10.128,-18.541671604564
10.129,-18.390366747602
10.13,-18.1469786068239
10.131,-17.9791799891983
10.132,-17.7973992106776
10.133,-17.6949499300904
10.134,-17.7409021442124
10.135,-17.968107003124
10.136,-18.3113717871426
10.137,-18.4523449482752
10.138,-18.4528203485758
10.139,-18.4960852224728
10.14,-18.552140304588
10.141,-18.5590679971668
10.142,-18.5565071776247
10.143,-18.6588677470511
10.144,-18.7489229625122
10.145,-18.7832757709057
10.146,-18.8366919318775
10.147,-18.8310494036791
10.148,-18.713566392613
10.149,-18.6734780723808
10.15,-18.8344988842141
10.151,-18.8255730564544
10.152,-18.3415511619044
10.153,-17.6757351596215
10.154,-17.3229454599868
10.155,-17.2450905224317
10.156,-17.1164058139647
10.157,-16.9207162783507
10.158,-16.8742596074982
10.159,-17.2681018660478
10.16,-17.8860357727226
10.161,-18.302405851987
10.162,-18.5005427841524
10.163,-18.6095245874157
10.164,-18.7026069380897
10.165,-18.7527241024656
10.166,-18.9121154060921
10.167,-19.2487952497385
10.168,-19.436304044531
10.169,-19.2845855958302
10.17,-18.9069804135944
10.171,-18.4789610540832
10.172,-18.2842583057639
10.173,-18.3691031898019
10.174,-18.3909712746525
10.175,-18.1909044899791
10.176,-17.8046637401168
10.177,-17.4292839482024
10.178,-17.1966235867664
10.179,-17.0369813971408
10.18,-16.9590259389146
10.181,-16.995700860754
10.182,-17.2280471974209
10.183,-17.4957871897035
10.184,-17.5775632895019
10.185,-17.6030120102675
10.186,-17.8104061450375
10.187,-18.2219063332354
10.188,-18.5222364448236
10.189,-18.6209310746531
10.19,-18.7162710739784
10.191,-18.8167127651198
10.192,-18.9086789649189
10.193,-18.9509494893575
10.194,-18.8961267907766
10.195,-18.8285248372415
10.196,-18.6465620893726
10.197,-18.3977555565962
10.198,-18.3118727504611
10.199,-18.2516636249695
10.2,-18.0969276849233
10.201,-17.8357528341875
10.202,-17.627265554334
10.203,-17.6865900353295
10.204,-17.8530633263341
10.205,-18.0388433985145
10.206,-18.1493654671128
10.207,-18.0939785930377
10.208,-18.0613982165177
10.209,-18.0658348390191
10.21,-17.9907067539628
10.211,-17.8228991793827
10.212,-17.6799941819364
10.213,-17.7605605142061
10.214,-17.9742701966727
10.215,-18.1808846087705
10.216,-18.4873536036183
10.217,-18.7449973069585
10.218,-18.7710819385373
10.219,-18.5673448219938
10.22,-18.1643221880373
10.221,-17.9100978419666
10.222,-17.9396935433307
10.223,-18.1237279681531
10.224,-18.363654207496
10.225,-18.495991367846
10.226,-18.5575364715448
10.227,-18.5361176666856
10.228,-18.4602397058311
10.229,-18.4354227784317
10.23,-18.4111499375553
10.231,-18.4479755560573
10.232,-18.6251935090272
10.233,-18.7480161011659
10.234,-18.6193237160643
10.235,-18.4049318294323
10.236,-18.3334633920994
10.237,-18.4123705081619
10.238,-18.3920378064186
10.239,-18.2137161334044
10.24,-18.1814221803294
10.241,-18.2577935262511
10.242,-18.3395507204743
10.243,-18.3441863459152
10.244,-18.1052263409328
10.245,-17.8327872836889
10.246,-17.666413222872
10.247,-17.6585973953575
10.248,-17.813757003233
10.249,-18.0360859522412
10.25,-18.2506427999809
10.251,-18.2932625827609
10.252,-18.2364945676463
10.253,-18.2187290703926
10.254,-18.3397485770338
10.255,-18.4820293127328
10.256,-18.4241424050252
10.257,-18.1531771635078
10.258,-17.6650942256923
10.259,-17.2616101943232
10.26,-17.1766336957383
10.261,-17.4116554124026
10.262,-17.8672321310424
10.263,-18.2993660799839
10.264,-18.6161420661729
10.265,-18.7998852045184
10.266,-18.9157493589401
10.267,-18.7996376587575
10.268,-18.4099710702904
10.269,-18.0000826323569
10.27,-17.8441814929525
10.271,-18.1043245437674
10.272,-18.466210668539
10.273,-18.7659697414281
10.274,-18.912913045681
10.275,-18.952395261093
10.276,-19.1142916971789
10.277,-19.3748951251767
10.278,-19.5377403673757
10.279,-19.1952882186736
10.28,-18.5211658293149
10.281,-18.1669663520658
10.282,-18.4179925418326
10.283,-18.8828264209789
10.284,-19.0530590154646
10.285,-19.0554052933433
10.286,-19.0351694426966
10.287,-19.0494434820209
10.288,-19.0768289887959
10.289,-19.0709301193896
10.29,-19.0968828566049
10.291,-19.0620456858749
10.292,-18.9648168438684
10.293,-18.8311152342493
10.294,-18.7865599986022
10.295,-18.8353819207164
10.296,-18.8087905253502
10.297,-18.730090364289
10.298,-18.5375248227053
10.299,-18.4131017163351
10.3,-18.4643890221048
10.301,-18.5302251430906
10.302,-18.6257187977998
10.303,-18.6544615032113
10.304,-18.7321377598392
10.305,-18.9321977117259
10.306,-19.2277116517286
10.307,-19.5169452263716
10.308,-19.5054178263896
10.309,-19.4916144485548
10.31,-19.5662384720887
10.311,-19.5676282791912
10.312,-19.4844348352348
10.313,-19.1652835871505
10.314,-18.8970373895472
10.315,-18.7731712629706
10.316,-18.7526970927372
10.317,-18.8565116523179
10.318,-18.7825084929187
10.319,-18.5475445410789
10.32,-18.1263010885316
10.321,-17.7889143370883
10.322,-17.9183250735438
10.323,-18.1672137345002
10.324,-18.4884530544569
10.325,-18.8305384331832
10.326,-19.0830341066855
10.327,-19.3369047098655
10.328,-19.3088668751535
10.329,-18.917879260297
10.33,-18.401011471839
10.331,-18.2159235972276
10.332,-18.415128565469
10.333,-18.6061042208613
10.334,-18.846579995371
10.335,-19.1836348546397
10.336,-19.3374403627919
10.337,-19.0659800051587
10.338,-18.6768117845279
10.339,-18.5577651777096
10.34,-18.6552536577331
10.341,-18.8612211012176
10.342,-19.0012908129186
10.343,-19.1006856809795
10.344,-19.2094522772298
10.345,-19.1721169658257
10.346,-19.013991002121
10.347,-18.8980608552654
10.348,-18.8356651165715
10.349,-18.5068909110012
10.35,-17.87350009101
10.351,-17.3927541337371
10.352,-17.3246653765135
10.353,-17.4980448514819
10.354,-17.5908205062751
10.355,-17.6018076328378
10.356,-17.7914621493281
10.357,-18.2935259554379
10.358,-19.0143075054785
10.359,-19.5868258428888
10.36,-19.6711973247303
10.361,-19.4161634647214
10.362,-19.0870452047519
10.363,-18.7041231212195
10.364,-18.3928142739897
10.365,-18.1822011898017
10.366,-17.9986763886658
10.367,-17.8999692211811
10.368,-17.9028916938412
10.369,-18.1049396385098
10.37,-18.3544201725186
10.371,-18.3128395840972
10.372,-18.1400230872017
10.373,-18.1776229173893
10.374,-18.515433816567
10.375,-18.8964063195531
10.376,-18.8464940885649
10.377,-18.4300333200298
10.378,-17.9828294338603
10.379,-17.591049531958
10.38,-17.4241595502184
10.381,-17.3615870919654
10.382,-17.2930028568826
10.383,-17.3494182603182
10.384,-17.3795708080344
10.385,-17.4676589637792
10.386,-17.629250811201
10.387,-17.8191303330108
10.388,-18.3842217182906
10.389,-19.0739673841311
10.39,-19.3616038573909
10.391,-19.2994351185698
10.392,-19.3697430556704
10.393,-19.667388208865
10.394,-19.7897125382891
10.395,-19.7224262145917
10.396,-19.4324330563013
10.397,-18.9629169535729
10.398,-18.5467627579096
10.399,-18.2502118047747
10.4,-18.0858290661498
10.401,-17.8431091385172
10.402,-17.6337420497143
10.403,-17.697052386932
10.404,-17.8500993868287
10.405,-17.8527750622879
10.406,-17.7115805071184
10.407,-17.6864624547826
10.408,-17.7083876630391
10.409,-17.6926993962343
10.41,-18.1366837642652
10.411,-18.9703793954171
10.412,-19.4485783177372
10.413,-19.4549124817116
10.414,-19.3149964988992
10.415,-19.1632405262735
10.416,-18.9590945175493
10.417,-18.7274725894397
10.418,-18.5762399986692
10.419,-18.5229625863122
10.42,-18.569936916469
10.421,-18.5657216307998
10.422,-18.4863980042347
10.423,-18.5305564784326
10.424,-18.7151393887484
10.425,-18.9486448459385
10.426,-19.0021915532359
10.427,-18.9477726851125
10.428,-19.0442677134967
10.429,-19.1443248530851
10.43,-19.2467635033595
10.431,-19.4559992256343
10.432,-19.748506216696
10.433,-20.0783028647248
10.434,-20.2212569425486
10.435,-20.212034102643
10.436,-20.2119138496179
10.437,-20.0193370436817
10.438,-19.6091892174543
10.439,-19.2699089774505
10.44,-19.2096689186296
10.441,-19.377587394886
10.442,-19.5297647815639
10.443,-19.6361891422136
10.444,-19.7013337059029
10.445,-19.6618723455306
10.446,-19.6297813347335
10.447,-19.6119059207331
10.448,-19.6082371561568
10.449,-19.6834158378061
10.45,-19.6819818334865
10.451,-19.4811899486662
10.452,-19.1296111995793
10.453,-18.7749401773557
10.454,-18.4227955461722
10.455,-18.085963052553
10.456,-17.9429005783915
10.457,-17.9245890824014
10.458,-18.0255480491913
10.459,-18.2467496728696
10.46,-18.5622015346125
10.461,-18.8098347879922
10.462,-18.7281545748753
10.463,-18.6438940882028
10.464,-18.8491882979788
10.465,-19.3939274011487
10.466,-19.8028120341338
10.467,-19.5036073584884
10.468,-18.7824198869062
10.469,-18.0473840513239
10.47,-17.7158980765708
10.471,-17.7306531552145
10.472,-17.8317705494345
10.473,-18.0184794784362
10.474,-18.2801320509393
10.475,-18.8945612649136
10.476,-19.6250699021704
10.477,-20.1298878284831
10.478,-20.3155594662592
10.479,-20.1897751261362
10.48,-20.1186904077734
10.481,-20.0588575867035
10.482,-19.9460692486342
10.483,-19.8516334543129
10.484,-19.6785917208756
10.485,-19.5424964057623
10.486,-19.4401900836724
10.487,-19.2614007960042
10.488,-19.1595886282187
10.489,-19.1507529979528
10.49,-19.1407728774807
10.491,-19.0587304967921
10.492,-18.7042791513327
10.493,-18.3575283593093
10.494,-18.2427652350258
10.495,-18.2814951325407
10.496,-18.5199702019616
10.497,-18.6694271088753
10.498,-18.7331328339356
10.499,-18.7823283124317
10.5,-18.9028910127495
10.501,-19.3181753979562
10.502,-19.7042295395038
10.503,-20.0564350212899
10.504,-20.1214508766063
10.505,-19.4339791917043
10.506,-18.3443707227335
10.507,-17.5055402321092
10.508,-17.4374622339328
10.509,-17.8423975259863
10.51,-18.4786579428789
10.511,-19.2421479973788
10.512,-19.5946170283184
10.513,-19.5636081836047
10.514,-19.5042077371787
10.515,-19.7780677555113
10.516,-20.3287898729486
10.517,-20.5748676655307
10.518,-20.2808065306757
10.519,-19.8717207693729
10.52,-19.8427770614131
10.521,-19.9618488723003
10.522,-20.0713196548603
10.523,-20.2944662242271
10.524,-20.4040767705461
10.525,-20.3146243104644
10.526,-20.1031776734437
10.527,-19.822082709817
10.528,-19.454923709678
10.529,-19.0782545070162
10.53,-19.0599054322999
10.531,-19.3623917121059
10.532,-19.5370336835767
10.533,-19.573172495999
10.534,-19.626851615174
10.535,-19.7166003322778
10.536,-19.7784994772175
10.537,-19.6823400393536
10.538,-19.6622005234343
10.539,-19.6396311547613
10.54,-19.3672263030952
10.541,-18.9008343888294
10.542,-18.3885756168221
10.543,-18.2567024482923
10.544,-18.3741875420271
10.545,-18.4800721967513
10.546,-18.436237957134
10.547,-18.2972817949021
10.548,-18.5203633424667
10.549,-18.9083220630206
10.55,-19.3458743955216
10.551,-19.6569575240887
10.552,-19.6096075040289
10.553,-19.5094338861592
10.554,-19.3799580140668
10.555,-19.3198194737539
10.556,-19.2903282614299
10.557,-19.2310279908256
10.558,-19.2210562982014
10.559,-19.0855486814399
10.56,-19.06200102673
10.561,-19.2837183912296
10.562,-19.4836099437589
10.563,-19.4589249638099
10.564,-19.2278313780628
10.565,-19.095822048506
10.566,-19.22075376727
10.567,-19.5004825354463
10.568,-19.6683795288938
10.569,-19.6230160407566
10.57,-19.5327797388129
10.571,-19.43909096169
10.572,-19.3716634375419
10.573,-19.451498070324
10.574,-19.5868545542539
10.575,-19.6331250058311
10.576,-19.640614605134
10.577,-19.5923795594507
10.578,-19.5129606699558
10.579,-19.5200337236919
10.58,-19.6292908026536
10.581,-19.7505655806585
10.582,-19.6238226443744
10.583,-19.2802409458865
10.584,-19.0050213478438
10.585,-18.9555828350665
10.586,-19.235764938866
10.587,-19.5303372636387
10.588,-19.631742663413
10.589,-19.6114273485361
10.59,-19.4711837193862
10.591,-19.4001980416452
10.592,-19.3282469501934
10.593,-19.2436565878642
10.594,-19.1822234339528
10.595,-19.1053356723616
10.596,-19.0816889410181
10.597,-18.8927718490916
10.598,-18.6975390949697
10.599,-18.7818050607444
10.6,-19.1328805749404
10.601,-19.4814770159245
10.602,-19.6227770742675
10.603,-19.6996697222141
10.604,-19.4638347503696
10.605,-19.0969162198695
10.606,-18.8497501265469
10.607,-18.6024164406398
10.608,-18.5139296218404
10.609,-18.4698637207847
10.61,-18.686878806051
10.611,-19.1706619514347
10.612,-19.5634631382142
10.613,-19.8531883634424
10.614,-19.9515735808848
10.615,-20.1412796231547
10.616,-20.3687821168476
10.617,-20.3560113874253
10.618,-20.3430353576737
10.619,-20.3852702173539
10.62,-20.4707188067418
10.621,-20.3806226883023
10.622,-20.0495665844861
10.623,-19.8606147572964
10.624,-19.8701705587982
10.625,-19.9536065444989
10.626,-19.9821784299405
10.627,-19.9842777075499
10.628,-20.0730736055981
10.629,-20.1140138137278
10.63,-20.0827115076331
10.631,-20.061415700385
10.632,-20.1137336207693
10.633,-20.1844213544154
10.634,-20.1355155380453
10.635,-20.0257794182012
10.636,-19.9188456577572
10.637,-19.792724590818
10.638,-19.6996661005795
10.639,-19.7666410463817
10.64,-19.9182239853182
10.641,-20.012166419428
10.642,-20.0365813516293
10.643,-20.0107556127503
10.644,-19.968811102316
10.645,-19.8784950230866
10.646,-19.7258405553931
10.647,-19.335210772264
10.648,-18.7413462415498
10.649,-18.5144165820108
10.65,-18.7847511436094
10.651,-19.0722376715091
10.652,-19.1962573339748
10.653,-19.3772944511229
10.654,-19.598389558504
10.655,-19.6588102772169
10.656,-19.5258339941092
10.657,-19.3383513393412
10.658,-19.2467122427925
10.659,-19.2645910011599
10.66,-19.4168750664512
10.661,-19.5945317178343
10.662,-19.6458709865503
10.663,-19.6554770174876
10.664,-19.7209257846983
10.665,-19.7922221634615
10.666,-19.744134358743
10.667,-19.6277700480435
10.668,-19.5571864955678
10.669,-19.5317271042525
10.67,-19.4711799780246
10.671,-19.3482585023664
10.672,-19.3206873574096
10.673,-19.427867205435
10.674,-19.5706799356231
10.675,-19.5074451404606
10.676,-19.1859770764933
10.677,-19.0318336439105
10.678,-19.1471998938969
10.679,-19.3440137275775
10.68,-19.3724878543264
10.681,-19.1339261670526
10.682,-18.9703486632379
10.683,-18.9380790295598
10.684,-18.9292856683098
10.685,-18.9034240902077
10.686,-18.852583319938
10.687,-18.9220966021141
10.688,-19.0384227177709
10.689,-19.1499487982263
10.69,-19.3092156084588
10.691,-19.4839084139922
10.692,-19.569771548087
10.693,-19.5100891227318
10.694,-19.4985900070932
10.695,-19.5074466762546
10.696,-19.4415153892722
10.697,-19.4421826084698
10.698,-19.4342154987786
10.699,-19.319367542856
10.7,-19.1259323310901
10.701,-19.0365678153223
10.702,-19.1346889796248
10.703,-19.2171905403695
10.704,-19.3163479019192
10.705,-19.3802469725011
10.706,-19.3738547741095
10.707,-19.4505993427371
10.708,-19.5857942952366
10.709,-19.7839607261765
10.71,-19.7682497978333
10.711,-19.5460036088338
10.712,-19.5656770280871
10.713,-19.706040691908
10.714,-19.6456124455796
10.715,-19.2420839818333
10.716,-18.8077191935116
10.717,-18.7690978456519
10.718,-18.8151996319945
10.719,-18.710538014429
10.72,-18.6866373343738
10.721,-18.870851392043
10.722,-19.1657780073136
10.723,-19.3563493546407
10.724,-19.474347606904
10.725,-19.5937511988775
10.726,-19.5966721017531
10.727,-19.5637773645962
10.728,-19.6248961340636
10.729,-19.7016504561612
10.73,-19.6396774724231
10.731,-19.5461079720328
10.732,-19.6551387780962
10.733,-19.7498699274511
10.734,-19.5449046188636
10.735,-19.0856881855511
10.736,-18.5521668522732
10.737,-18.2808025615859
10.738,-18.4359119098575
10.739,-18.842440862204
10.74,-19.3006128255718
10.741,-19.6068907323131
10.742,-19.7646447031595
10.743,-19.8037971612784
10.744,-19.7042868242441
10.745,-19.6922741180338
10.746,-19.6991453718194
10.747,-19.5808597320354
10.748,-19.3645824290584
10.749,-19.0344922299456
10.75,-18.7405269613717
10.751,-18.4527114166208
10.752,-18.1094601397159
10.753,-17.8988560501031
10.754,-17.8246281527574
10.755,-17.7199169415684
10.756,-17.7130465597403
10.757,-17.9447557664096
10.758,-18.2562588504979
10.759,-18.4130714785885
10.76,-18.3315512878973
10.761,-18.3383722655905
10.762,-18.4747538267309
10.763,-18.538686095369
10.764,-18.546320337447
10.765,-18.3370124925379
10.766,-18.0022120906809
10.767,-17.8141709803862
10.768,-17.9193098432287
10.769,-18.2589230917483
10.77,-18.525356802638
10.771,-18.6787747524471
10.772,-18.9182234746956
10.773,-19.2020327648429
10.774,-19.2351296054278
10.775,-19.0684520215723
10.776,-18.9960189977553
10.777,-19.1267680909615
10.778,-19.3947299284724
10.779,-19.6359339708154
10.78,-19.7258376652107
10.781,-19.558923434431
10.782,-19.3901676189935
10.783,-19.4821555912096
10.784,-19.5788616295737
10.785,-19.5288642413985
10.786,-19.4465999230487
10.787,-19.4544120674179
10.788,-19.5691725812883
10.789,-19.709695145765
10.79,-19.8899842042799
10.791,-20.0292702340571
10.792,-19.9616216637003
10.793,-19.8559848792723
10.794,-19.8562551155288
10.795,-19.673481859922
10.796,-19.1422014756535
10.797,-18.5394059967673
10.798,-18.2970326517472
10.799,-18.4924584058697
10.8,-18.8376720481317
10.801,-19.1140964252893
10.802,-19.1831952731528
10.803,-19.1684391448629
10.804,-19.2291163454881
10.805,-19.3146424858589
10.806,-19.3644965228008
10.807,-19.277026446337
10.808,-19.0318748272304
10.809,-18.6471745785659
10.81,-18.3473256263006
10.811,-18.3093215040351
10.812,-18.4489149814363
10.813,-18.7263003725678
10.814,-18.9661720825403
10.815,-19.1598889552434
10.816,-19.2820561953948
10.817,-19.184342245883
10.818,-19.1802569619644
10.819,-19.3616300640237
10.82,-19.482544029862
10.821,-19.5607856627949
10.822,-19.7047839047642
10.823,-19.9596742794115
10.824,-20.0098714826422
10.825,-19.8051028503822
10.826,-19.7261314021966
10.827,-19.7134438241976
10.828,-19.6858773306109
10.829,-19.6167694649314
10.83,-19.6386519388707
10.831,-19.8852176863591
10.832,-20.0110233721799
10.833,-19.9459854163479
10.834,-19.7518240885753
10.835,-19.5034897037834
10.836,-19.3524610353928
10.837,-19.2795284031505
10.838,-19.4695398805084
10.839,-19.8852863504255
10.84,-20.1790134449605
10.841,-20.1419552082876
10.842,-19.8463637572151
10.843,-19.5376894931726
10.844,-19.2296205165321
10.845,-18.871272709864
10.846,-18.4863458379174
10.847,-18.2544009915285
10.848,-18.2419823059789
10.849,-18.3740467463355
10.85,-18.7462048948274
10.851,-19.1019772490112
10.852,-19.205497091185
10.853,-19.0692544157246
10.854,-18.7783925808479
10.855,-18.6056687404131
10.856,-18.5284699370463
10.857,-18.5187595789109
10.858,-18.6105285649272
10.859,-18.7303816413401
10.86,-18.8650602254408
10.861,-18.8565862424693
10.862,-18.6846435120703
10.863,-18.5388804050056
10.864,-18.5553503022072
10.865,-18.728076562337
10.866,-18.8815118304311
10.867,-18.8811970519793
10.868,-18.863040886023
10.869,-19.0245702692717
10.87,-19.2775163258734
10.871,-19.4007953993829
10.872,-19.3657530325641
10.873,-19.4116975920015
10.874,-19.6916560884695
10.875,-19.9844145679399
10.876,-20.1527515087648
10.877,-20.2044648823184
10.878,-19.9236896363445
10.879,-19.3051871199245
10.88,-18.6506835604365
10.881,-18.2549760091327
10.882,-18.0507457894686
10.883,-17.7477730426284
10.884,-17.5989477882153
10.885,-17.7861229414989
10.886,-18.031320722365
10.887,-18.2264572786229
10.888,-18.368359511664
10.889,-18.44285939224
10.89,-18.5398947838931
10.891,-18.6863442340941
10.892,-18.729301182825
10.893,-18.7437585803645
10.894,-18.9293712821673
10.895,-19.3100776843621
10.896,-19.7450446848569
10.897,-19.9443641296508
10.898,-19.8622732487467
10.899,-19.5167982215568
10.9,-18.9988277374764
10.901,-18.5500085561164
10.902,-18.2514033101745
10.903,-18.2250105307915
10.904,-18.4088187783855
10.905,-18.7089426283872
10.906,-19.0501792341619
10.907,-19.2791643979973
10.908,-19.4812529755173
10.909,-19.5439389565304
10.91,-19.5296617917077
10.911,-19.5484880552136
10.912,-19.537742190469
10.913,-19.7370269420316
10.914,-20.021039288852
10.915,-20.1485498424753
10.916,-19.9848225463779
10.917,-19.6542181339602
10.918,-19.5352161040674
10.919,-19.458827263172
10.92,-19.3372961355041
10.921,-19.1348918306623
10.922,-18.8556408419261
10.923,-18.7794050082263
10.924,-18.8480432049075
10.925,-19.0862884277782
10.926,-19.3620075070119
10.927,-19.3121111791421
10.928,-19.0297448185372
10.929,-18.7192537264289
10.93,-18.448174348375
10.931,-18.2202091330384
10.932,-18.0769962111754
10.933,-18.188798317376
10.934,-18.580409724884
10.935,-19.0124961625446
10.936,-19.3097079993527
10.937,-19.4024326144578
10.938,-19.3705846565827
10.939,-19.4095054738552
10.94,-19.4764333413527
10.941,-19.5356983315143
10.942,-19.6124431070112
10.943,-19.7248386491866
10.944,-19.8475173132894
10.945,-19.7903244070685
10.946,-19.598098397922
10.947,-19.5251694230163
10.948,-19.5642087458076
10.949,-19.421378584382
10.95,-18.9948930902602
10.951,-18.5915374811214
10.952,-18.6014982862196
10.953,-18.9745873338485
10.954,-19.2960763204311
10.955,-19.4044560893831
10.956,-19.466909842461
10.957,-19.6417681654051
10.958,-19.7676175067031
10.959,-19.7626085723313
10.96,-19.7238373738027
10.961,-19.6830135549841
10.962,-19.7403681871025
10.963,-19.7303124452982
10.964,-19.6149775368162
10.965,-19.4963869167015
10.966,-19.285588286742
10.967,-19.1741820390487
10.968,-19.2613684139231
10.969,-19.6317205974727
10.97,-20.2408318856252
10.971,-20.599635586622
10.972,-20.6225915245223
10.973,-20.370469352493
10.974,-19.9372294261878
10.975,-19.6613745214532
10.976,-19.4498679927498
10.977,-19.2476834532579
10.978,-19.1189702032971
